numSample,radar_X_m,radar_Y_m,radar_Z_m,dim_X_m,dim_Y_m,dim_Z_m,rotation_y,class
717,142.24,10.69,0.01,4.7,2.0,1.93,0.04,1
719,8.16,9.34,0.44,5.54,2.18,1.7,0.03,1
719,24.45,6.97,0.28,4.7,2.0,1.7,0.0,1
719,141.38,11.83,1.69,4.7,2.0,1.7,0.0,1
720,11.56,10.0,0.52,5.55,2.16,1.67,0.03,1
720,26.1,7.59,0.41,4.74,2.01,1.42,0.03,1
720,106.75,10.22,1.06,4.75,2.04,1.49,0.04,1
720,128.9,15.64,1.49,4.75,2.04,1.49,0.07,1
727,22.51,12.49,0.22,5.41,2.13,1.7,0.06,1
727,31.17,9.66,0.38,4.7,2.0,1.7,0.03,1
730,26.13,13.51,0.65,5.28,2.05,1.73,0.03,1
730,33.09,10.5,0.53,4.77,2.02,1.53,0.0,1
730,108.13,13.62,1.87,4.75,1.87,2.18,0.0,1
731,35.12,11.44,0.53,4.7,2.0,1.7,0.0,1
731,29.85,14.62,0.33,5.65,2.14,1.85,0.07,1
732,31.0,14.86,0.47,5.37,2.13,2.06,0.03,1
732,35.93,11.83,0.55,4.7,2.0,1.7,0.07,1
736,59.05,-0.62,0.09,4.7,2.0,1.7,0.0,1
737,59.2,-0.61,0.41,4.7,2.0,1.7,0.0,1
738,59.13,-0.68,-0.52,4.7,2.0,1.7,0.0,1
741,59.17,-0.82,0.85,4.79,2.02,1.47,0.0,1
742,59.01,-0.73,-1.0,4.7,2.0,1.7,0.0,1
750,35.94,3.4,0.65,4.7,2.0,1.7,0.0,1
750,57.41,-1.17,1.24,4.7,2.0,1.78,0.0,1
751,28.28,3.35,0.11,4.7,2.0,1.7,0.0,1
751,57.11,-1.02,-0.14,4.7,2.0,1.7,0.0,1
752,20.61,3.38,0.47,4.7,2.06,1.7,3.14,1
752,57.08,-1.14,1.22,4.7,2.0,1.87,0.0,1
753,13.11,3.44,0.34,4.7,2.05,1.59,3.12,1
754,56.28,-1.23,0.67,4.7,2.0,1.7,0.0,1
757,55.27,-1.33,-0.13,4.7,2.0,1.7,0.0,1
758,55.25,-1.55,1.15,4.7,2.0,1.7,0.0,1
767,53.06,-2.2,0.47,4.7,2.0,1.7,0.0,1
768,52.87,-2.0,-0.05,4.7,2.0,1.7,0.0,1
769,52.6,-2.02,0.52,4.7,2.0,1.87,0.0,1
772,51.39,-1.81,-0.58,4.7,2.0,1.7,0.0,1
776,50.39,-1.6,-0.51,4.7,2.0,1.7,0.0,1
779,49.8,-1.32,-0.02,4.7,2.0,1.7,0.0,1
780,40.01,-4.99,-0.22,0.68,0.54,1.83,3.14,4
780,49.47,-1.5,-0.73,4.7,2.0,1.7,0.0,1
786,48.19,-2.05,-0.0,4.73,2.02,1.6,-0.03,1
786,12.94,-3.73,0.37,0.83,0.72,1.52,3.15,4
799,17.27,12.56,-0.01,4.7,2.0,1.7,-1.56,1
799,46.38,-1.4,0.04,4.7,2.0,1.7,0.0,1
800,46.3,-1.5,0.69,4.7,2.0,2.11,0.0,1
801,46.26,-1.5,-0.39,4.7,2.0,1.7,-0.03,1
802,46.24,-1.56,0.77,4.7,2.0,1.93,0.0,1
803,46.2,-1.79,-0.99,4.78,2.04,1.42,-0.09,1
804,46.21,-1.69,0.5,4.7,2.0,1.7,0.0,1
805,46.19,-1.74,-0.01,4.7,2.0,1.7,0.0,1
806,46.25,-1.83,0.72,4.7,2.0,1.95,0.0,1
807,46.25,-1.72,-0.33,4.7,2.0,1.7,0.0,1
808,46.35,-1.81,-0.38,4.7,2.0,1.7,0.0,1
809,46.45,-1.99,0.74,4.7,2.0,2.01,0.0,1
810,46.62,-2.13,-0.07,4.7,2.0,1.7,0.0,1
811,46.79,-2.32,0.71,4.74,2.0,2.02,0.01,1
812,46.98,-2.32,-0.11,4.75,2.01,1.45,-0.03,1
813,47.04,-2.43,0.74,4.7,2.0,2.16,-0.03,1
814,47.32,-2.43,-0.39,4.7,2.03,1.7,0.0,1
815,47.39,-2.55,0.76,4.7,2.0,2.02,0.0,1
816,47.7,-2.65,-0.36,4.7,2.0,1.7,-0.06,1
817,48.01,-2.79,0.72,4.78,2.02,2.08,-0.1,1
818,48.21,-2.63,-0.19,4.7,2.0,1.7,-0.03,1
819,48.48,-2.53,0.84,4.7,2.0,1.93,0.0,1
820,48.84,-2.34,-0.08,4.78,2.04,1.47,-0.06,1
821,48.95,-2.3,0.76,4.7,2.0,2.09,0.0,1
822,49.29,-2.06,-0.42,4.7,2.0,1.7,0.0,1
826,52.05,-1.21,0.62,4.7,2.0,1.7,0.0,1
827,52.42,-1.08,-0.11,4.7,2.0,1.7,-0.01,1
827,54.28,2.84,-0.12,4.7,2.0,1.7,0.0,1
828,46.87,3.03,0.49,4.7,2.0,1.7,3.14,1
828,52.96,-1.09,1.13,4.7,2.0,1.7,0.0,1
829,39.47,3.04,-0.07,4.7,2.0,1.7,3.14,1
829,53.25,-1.04,-0.59,4.7,2.0,1.7,0.0,1
830,32.21,3.31,0.38,4.7,2.0,1.7,3.14,1
830,53.65,-1.16,1.03,4.7,2.0,1.7,0.0,1
831,24.77,3.36,0.13,4.7,2.0,1.7,0.0,1
831,53.93,-0.97,-0.67,4.7,2.0,1.7,0.0,1
832,17.5,3.44,0.47,4.7,2.0,1.7,3.14,1
832,54.21,-1.05,0.96,4.7,2.0,1.7,0.0,1
833,9.85,3.47,0.27,4.14,2.0,1.34,3.14,1
833,54.42,-0.91,-0.01,4.7,2.0,1.7,0.0,1
835,54.92,-0.89,-0.19,4.7,2.0,1.7,-0.03,1
836,55.17,-1.0,1.2,4.7,2.0,1.73,0.0,1
837,55.28,-0.78,0.03,4.7,2.0,1.72,0.0,1
838,55.43,-0.93,1.11,4.7,2.0,1.7,0.0,1
839,55.57,-0.82,-0.13,4.7,2.0,1.7,0.0,1
839,83.49,7.14,1.47,4.7,2.0,1.7,3.14,1
840,55.72,-0.88,0.72,4.7,2.0,1.73,0.0,1
841,55.76,-0.62,-0.48,4.7,2.0,1.7,0.0,1
842,55.8,-0.73,0.58,4.7,2.0,1.81,0.0,1
843,55.79,-0.54,-0.1,4.7,2.0,1.7,0.0,1
845,55.66,-0.49,-0.14,4.7,2.0,1.7,0.0,1
853,54.8,-0.56,-0.77,4.77,2.04,1.4,-0.0,1
853,79.85,3.56,-1.22,4.76,2.04,1.44,3.14,1
856,54.18,-0.39,-0.03,4.7,2.0,1.7,0.0,1
856,60.73,3.35,0.01,4.7,2.0,1.7,0.0,1
859,41.32,3.28,-0.02,4.75,2.0,1.7,3.14,1
859,53.6,-0.51,-0.11,4.7,2.0,1.7,0.0,1
860,35.13,3.52,0.31,5.44,2.0,1.7,3.14,1
860,53.39,-0.43,-0.08,4.7,2.0,1.7,0.0,1
861,28.22,3.47,-0.01,4.89,2.0,1.75,3.14,1
861,53.15,-0.53,-0.57,4.7,2.0,1.7,0.0,1
862,21.43,3.53,0.44,4.7,2.0,1.7,3.14,1
862,52.93,-0.42,-0.06,4.7,2.0,1.7,0.0,1
862,66.45,4.25,0.35,4.7,2.0,1.7,3.14,1
863,14.7,3.58,0.34,4.7,2.0,1.81,3.14,1
863,52.66,-0.52,-0.6,4.7,2.0,1.7,0.0,1
863,60.19,3.86,-0.6,4.7,2.0,1.7,3.14,1
864,8.02,3.59,0.46,4.73,1.82,1.73,3.12,1
864,52.53,-0.38,-0.17,4.71,1.88,1.4,0.0,1
865,52.17,-0.48,-1.0,4.7,2.0,1.7,0.0,1
865,47.48,4.22,-0.32,4.7,2.0,1.7,3.14,1
865,1.23,3.64,0.37,4.7,2.0,1.7,3.14,1
866,41.15,4.2,0.53,4.7,2.0,1.7,3.14,1
866,51.98,-0.4,-0.06,4.7,2.0,1.7,6.28,1
867,34.96,3.87,0.0,4.7,2.0,1.7,3.14,1
867,51.62,-0.47,-0.54,4.7,2.0,1.7,0.0,1
868,28.68,3.88,0.38,4.7,2.0,1.7,3.14,1
868,51.37,-0.51,0.04,4.7,2.0,1.7,0.0,1
869,22.44,3.78,0.09,4.7,2.0,1.73,3.14,1
869,51.11,-0.53,-0.48,4.7,2.0,1.7,0.0,1
870,16.28,3.82,0.41,4.7,2.0,1.76,3.14,1
870,50.79,-0.52,0.1,4.7,2.0,1.7,0.0,1
871,10.05,3.88,0.28,4.72,2.01,1.49,9.42,1
871,50.6,-0.54,-0.51,4.7,2.0,1.7,0.0,1
873,49.89,-0.43,-0.54,4.7,2.0,1.7,0.0,1
874,49.71,-0.44,0.2,4.7,2.0,1.7,0.0,1
875,49.45,-0.43,-0.45,4.7,2.0,1.7,0.0,1
876,49.28,-0.39,0.49,4.71,2.06,1.63,0.01,1
877,48.96,-0.54,-0.39,4.7,2.0,1.7,0.0,1
882,48.02,-0.34,0.51,4.7,2.0,1.7,0.0,1
883,47.89,-0.47,-0.43,4.7,2.0,1.7,-0.03,1
883,70.83,3.83,-0.68,4.7,2.0,1.7,3.12,1
884,47.74,-0.48,0.22,4.7,2.0,1.7,0.0,1
884,62.76,3.96,-0.38,4.7,2.0,1.7,3.14,1
886,47.56,-0.54,0.31,4.7,2.0,1.7,0.0,1
886,47.85,3.72,0.22,4.7,2.0,1.7,3.14,1
887,40.3,3.88,-0.21,4.7,2.0,1.7,3.14,1
887,47.46,-0.44,0.07,4.7,2.0,1.7,0.0,1
888,32.8,3.75,0.33,4.7,2.0,1.7,0.0,1
888,47.44,-0.55,0.6,4.7,2.0,2.31,0.0,1
890,10.54,3.88,0.4,4.7,2.0,1.7,0.0,1
890,47.28,-0.46,-0.1,4.7,2.0,1.7,0.0,1
891,47.31,-0.49,0.07,4.7,2.0,1.7,0.0,1
892,47.29,-0.52,0.75,4.7,2.0,2.01,0.0,1
900,46.9,-0.43,-0.41,4.7,2.0,1.7,0.0,1
901,46.7,-0.27,0.16,4.7,2.0,1.7,0.0,1
902,46.39,-0.35,0.16,4.7,2.0,1.7,0.0,1
903,46.03,-0.29,-0.39,4.7,2.0,1.7,0.0,1
904,45.45,-0.3,0.13,4.7,2.0,1.7,0.0,1
905,44.93,-0.31,-0.31,4.7,2.0,1.7,0.0,1
906,44.39,-0.26,0.13,4.7,2.0,1.7,0.0,1
907,42.77,-0.22,-0.43,4.71,2.0,1.43,-0.0,1
908,41.35,-0.34,-0.19,4.7,2.0,1.7,0.0,1
909,40.53,-0.33,-0.26,4.7,2.0,1.7,0.0,1
910,39.28,-0.3,0.65,4.7,2.0,1.7,0.0,1
911,37.12,-0.32,0.68,4.7,2.0,1.7,0.0,1
912,36.15,-0.44,0.53,4.72,2.02,1.55,-0.0,1
913,35.55,-0.4,0.68,4.7,2.0,1.7,0.0,1
915,33.99,-0.44,0.26,4.7,2.0,1.56,0.0,1
916,33.38,-0.44,0.68,4.7,2.0,1.7,0.0,1
917,32.78,-0.55,0.27,4.7,2.0,1.7,0.0,1
918,32.28,-0.59,0.62,4.7,2.0,1.7,0.0,1
919,31.06,-0.72,0.59,4.7,2.0,1.7,0.0,1
920,30.64,-0.74,-0.02,4.7,2.0,1.7,0.0,1
921,30.15,-0.81,0.53,4.7,2.0,1.7,0.0,1
924,25.78,-0.6,0.5,4.7,2.0,1.7,0.0,1
935,26.0,-0.4,0.21,4.7,2.0,1.54,0.0,1
937,26.3,-0.43,0.21,4.7,2.0,1.7,0.0,1
938,26.77,-0.37,0.27,4.7,2.0,1.7,0.0,1
939,27.48,-0.29,0.38,5.46,2.0,1.7,0.0,1
940,27.26,-0.32,0.3,4.7,2.0,1.7,0.0,1
941,27.72,-0.29,0.55,4.78,2.02,1.46,-0.0,1
942,27.9,-0.31,0.35,4.7,2.0,1.7,0.0,1
943,28.19,-0.23,0.59,4.7,2.0,1.7,0.0,1
945,28.87,-0.27,0.5,4.7,2.0,1.7,0.0,1
946,29.29,-0.28,0.22,4.7,2.0,1.7,0.0,1
947,29.73,-0.2,0.61,4.7,2.0,1.7,0.0,1
948,30.02,-0.27,0.33,4.7,2.0,1.7,0.0,1
949,30.59,-0.25,0.47,4.7,2.0,1.7,0.0,1
950,30.96,-0.3,0.41,4.7,2.0,1.7,0.0,1
951,31.44,-0.27,0.68,4.7,2.0,1.7,0.0,1
952,32.76,-0.25,0.19,4.7,2.0,1.7,0.0,1
953,33.2,-0.18,0.61,4.7,2.0,1.7,0.0,1
954,33.76,-0.27,0.31,4.7,2.0,1.7,0.0,1
955,34.19,-0.22,0.56,4.7,2.0,1.7,0.0,1
958,36.42,-0.26,0.52,4.7,2.0,1.7,0.0,1
959,36.96,-0.26,-0.29,4.7,2.0,1.88,0.0,1
961,38.11,-0.36,0.19,4.7,2.0,1.7,0.0,1
963,39.27,-0.46,0.22,4.7,2.0,1.7,0.0,1
964,39.94,-0.49,0.6,4.7,2.0,1.76,0.0,1
965,40.47,-0.51,-0.14,4.7,2.0,1.7,0.0,1
967,42.62,-0.62,0.71,4.7,2.0,1.92,0.0,1
968,44.03,-0.58,0.7,4.7,2.0,1.87,0.0,1
969,44.8,-0.59,-0.67,4.7,2.0,1.7,0.0,1
970,45.47,-0.55,0.68,4.7,2.03,1.96,-0.02,1
971,46.19,-0.57,-0.45,4.7,2.0,1.7,0.0,1
972,46.85,-0.56,0.74,4.7,2.0,2.02,0.0,1
973,47.59,-0.48,-0.01,4.7,2.0,1.7,0.0,1
974,48.23,-0.44,0.72,4.7,2.0,2.15,0.0,1
975,48.9,-0.33,-0.54,4.7,2.0,1.7,0.0,1
976,49.46,-0.26,0.47,4.7,2.0,1.7,0.0,1
977,50.12,-0.12,-0.43,4.7,2.0,1.7,0.0,1
978,50.73,-0.06,0.52,4.7,2.0,1.78,0.0,1
979,51.26,0.05,-0.52,4.75,2.04,1.7,-0.02,1
980,52.02,0.19,0.52,4.78,2.03,1.72,0.01,1
981,53.62,0.63,-0.54,4.7,2.0,1.7,0.0,1
982,54.03,1.02,-0.09,4.7,2.0,1.7,0.03,1
983,54.56,0.85,-0.57,4.7,2.0,1.9,0.0,1
984,55.19,0.84,-0.35,4.74,2.07,1.43,0.0,1
987,56.35,1.48,-0.69,4.7,2.0,1.7,0.0,1
989,57.1,1.66,-0.71,4.7,2.0,1.7,0.0,1
995,58.63,1.37,-0.76,4.7,2.0,1.7,0.0,1
999,59.27,0.65,-1.1,4.72,2.03,1.48,-0.0,1
999,40.28,17.61,-0.97,4.78,2.04,1.4,1.57,1
1007,57.16,-0.82,-0.14,4.7,2.0,1.7,0.0,1
1007,23.03,16.6,0.37,4.7,2.0,1.7,2.0,1
1008,56.84,-0.75,-0.08,4.7,2.0,1.7,0.0,1
1009,56.32,-0.96,-0.72,4.7,2.0,1.7,0.0,1
1010,55.7,-0.92,-0.17,4.7,2.0,1.7,0.0,1
1011,55.3,-1.09,-0.55,4.7,2.0,1.81,0.0,1
1012,54.93,-1.09,-0.59,4.7,2.0,1.7,0.0,1
1013,54.56,-1.29,-0.48,4.7,2.0,1.7,0.0,1
1014,54.12,-1.31,0.45,4.7,2.05,1.7,0.0,1
1015,53.68,-1.36,-0.02,4.7,2.0,1.7,0.0,1
1016,53.33,-1.4,0.54,4.77,2.06,1.77,-0.0,1
1018,52.39,-1.44,0.22,4.7,2.0,1.7,0.0,1
1019,52.0,-1.38,-0.48,4.7,2.0,1.7,0.0,1
1020,51.57,-1.49,0.05,4.7,2.0,1.7,0.0,1
1021,50.8,-1.53,0.77,4.77,2.05,2.2,-0.01,1
1022,50.27,-1.38,-0.53,4.7,2.0,1.7,0.0,1
1023,49.95,-1.25,0.76,4.7,2.0,2.26,0.0,1
1024,49.19,-1.24,0.53,4.7,2.0,1.7,0.0,1
1026,48.33,-1.02,-0.38,4.7,2.0,1.7,0.0,1
1027,48.02,-1.02,0.27,4.7,2.0,1.7,0.0,1
1028,47.76,-1.07,-0.49,4.7,2.0,1.7,0.0,1
1030,47.21,-1.11,-0.49,4.7,2.0,1.7,0.0,1
1031,46.97,-1.13,0.05,4.7,2.0,1.7,0.0,1
1032,46.73,-1.28,0.07,4.7,2.0,1.7,-0.03,1
1033,46.07,-1.72,0.7,4.72,2.04,2.0,-0.01,1
1034,45.86,-1.72,-0.46,4.78,2.04,1.52,-0.06,1
1035,45.62,-1.93,0.69,4.74,2.03,1.97,-0.06,1
1036,45.43,-1.95,-0.02,4.7,2.0,1.7,0.0,1
1037,45.13,-2.06,0.73,4.7,2.0,1.93,-0.03,1
1038,44.85,-2.08,0.69,4.7,2.0,1.9,-0.04,1
1039,44.7,-2.28,0.3,4.7,2.0,1.7,-0.06,1
1040,44.54,-2.22,0.93,4.7,2.0,1.7,0.0,1
1041,44.45,-2.36,0.15,4.7,2.0,1.7,-0.09,1
1042,44.39,-2.22,0.67,4.77,2.07,1.92,-0.08,1
1043,44.22,-2.27,0.04,4.7,2.0,1.7,-0.15,1
1044,44.13,-2.28,0.69,4.7,2.03,1.84,-0.1,1
1045,44.07,-2.39,0.3,4.7,2.0,1.7,-0.12,1
1046,43.99,-2.35,1.04,4.7,2.0,1.7,-0.07,1
1048,43.78,-2.66,1.04,4.7,2.0,1.7,-0.15,1
1049,43.82,-2.66,0.25,4.7,2.0,1.7,-0.11,1
1050,43.72,-3.03,1.08,4.7,2.0,1.7,-0.12,1
1051,43.82,-3.17,0.11,4.7,2.0,1.7,-0.15,1
1052,43.72,-3.64,0.17,4.7,2.0,1.7,-0.21,1
1053,43.7,-3.9,0.77,4.7,2.0,1.87,-0.27,1
1054,43.8,-3.95,-0.01,4.75,2.01,1.49,-0.23,1
1055,43.78,-4.1,0.79,4.7,2.0,1.7,-0.24,1
1057,43.98,-4.2,0.99,4.73,2.02,1.45,-0.21,1
1058,43.97,-4.2,0.19,4.7,2.0,1.7,-0.18,1
1059,44.08,-4.17,0.73,4.7,2.0,1.81,-0.21,1
1067,45.65,-5.22,0.07,4.7,2.01,1.4,-0.44,1
1067,53.95,-2.77,0.03,4.74,2.04,1.4,2.73,1
1069,40.96,0.23,0.16,4.7,2.0,1.7,2.96,1
1069,46.25,-4.83,0.52,4.7,2.0,1.7,-0.21,1
1069,64.52,-3.92,0.05,4.44,2.0,1.7,2.99,1
1072,39.81,1.26,-0.44,4.78,2.01,1.42,3.0,1
1072,49.59,-3.97,-0.12,4.76,2.02,1.41,-0.06,1
1073,31.99,1.96,0.34,4.7,2.0,1.7,3.08,1
1073,49.8,-4.01,0.79,4.7,2.0,2.23,-0.06,1
1074,24.34,2.68,0.27,4.7,2.0,1.7,3.08,1
1074,50.2,-3.81,-0.11,4.7,2.0,1.7,-0.03,1
1075,16.6,3.17,0.47,4.7,2.0,1.7,3.08,1
1075,50.5,-3.54,0.51,4.7,2.0,1.7,0.0,1
1076,8.9,3.56,0.27,4.7,2.0,1.37,3.11,1
1076,50.84,-3.45,-0.34,4.7,2.0,1.75,-0.06,1
1077,51.22,-3.17,0.45,4.7,2.0,1.7,0.0,1
1078,51.63,-2.88,-0.57,4.7,2.0,1.7,-0.01,1
1079,52.01,-2.61,0.5,4.7,2.0,1.7,-0.03,1
1080,22.97,-18.8,0.04,4.7,2.0,1.7,0.0,1
1080,52.4,-2.37,-0.21,4.7,2.0,1.7,0.0,1
1081,45.46,6.93,0.61,4.7,2.0,1.7,0.28,1
1082,46.14,6.03,0.95,4.7,2.0,1.7,0.21,1
1083,50.82,0.76,1.1,4.7,2.0,1.7,0.0,1
1084,15.51,8.41,0.03,4.7,2.0,1.56,-0.19,1
1084,11.35,2.48,0.41,4.7,2.0,1.7,-0.1,1
1084,26.81,0.71,-0.08,4.7,2.0,1.7,-0.09,1
1084,13.42,-1.09,0.42,4.7,2.5,1.75,-0.05,1
1100,14.71,2.66,0.57,4.7,2.0,1.47,-0.06,1
1100,15.42,7.23,0.59,4.7,2.0,1.7,-0.07,1
1100,19.98,-1.12,0.83,4.7,2.12,1.81,-0.06,1
1100,43.91,1.62,1.02,4.7,2.06,1.7,0.0,1
1101,20.09,6.81,0.01,4.78,2.0,1.58,-0.04,1
1101,18.07,2.71,0.09,4.73,1.94,1.46,-0.0,1
1101,23.78,-0.96,0.16,4.72,2.11,1.52,-0.01,1
1101,49.07,2.28,-0.59,4.74,2.07,1.44,0.01,1
1102,20.99,6.7,0.53,4.7,2.0,1.7,-0.06,1
1102,18.75,2.73,0.62,4.7,2.0,1.7,-0.02,1
1102,24.5,-0.91,0.71,4.7,2.54,1.7,0.0,1
1102,49.97,2.3,1.11,4.7,2.0,1.7,0.0,1
1102,63.77,7.1,0.9,4.7,2.0,1.7,0.0,1
1103,19.56,2.69,0.37,4.7,2.0,1.7,-0.02,1
1103,21.89,6.66,0.06,4.7,2.0,1.7,-0.03,1
1103,25.19,-0.83,0.15,4.7,2.15,1.7,0.0,1
1103,51.03,2.5,-0.4,4.7,2.0,1.7,0.0,1
1105,21.11,2.82,-0.07,4.7,2.0,1.7,0.0,1
1105,23.75,6.62,-0.11,4.7,2.0,1.7,-0.03,1
1105,26.81,-0.77,0.05,4.7,2.17,1.7,0.0,1
1105,52.87,2.67,-0.62,4.7,2.0,1.7,0.0,1
1106,22.0,2.85,0.53,4.7,2.0,1.7,0.0,1
1106,24.76,6.52,0.44,4.7,2.0,1.7,0.0,1
1106,27.56,-0.72,0.62,4.7,2.41,1.7,0.0,1
1106,53.78,2.73,1.14,4.7,2.25,1.81,0.0,1
1108,26.67,6.47,0.31,4.7,2.0,1.7,0.0,1
1108,23.67,2.9,0.41,4.7,2.0,1.7,0.0,1
1108,29.07,-0.65,0.71,4.74,2.21,1.7,0.0,1
1108,55.46,2.74,1.26,4.7,2.0,1.7,0.0,1
1111,31.07,-0.73,0.32,4.7,2.44,1.78,0.0,1
1111,26.17,2.77,0.13,4.7,2.0,1.7,0.0,1
1111,29.37,6.23,0.07,4.7,2.0,1.7,-0.0,1
1111,57.83,2.46,-0.17,4.7,2.0,1.7,0.0,1
1233,68.65,14.06,1.25,5.28,2.11,1.7,0.71,1
1234,69.27,12.81,0.79,5.21,2.04,2.33,6.93,1
1235,67.96,-0.93,1.49,4.7,2.21,2.23,0.0,1
1236,66.51,-1.22,0.96,4.7,2.2,1.7,0.0,1
1237,65.84,-1.07,1.44,4.7,2.11,2.13,0.0,1
1238,65.38,-1.09,0.33,4.78,2.24,1.52,-0.0,1
1239,64.64,-1.12,1.17,4.7,2.28,1.7,0.0,1
1240,64.04,-0.98,0.05,4.7,2.18,2.09,0.0,1
1241,63.28,-1.01,0.63,4.7,2.37,2.21,0.0,1
1242,62.51,-0.98,-0.34,4.7,2.29,1.7,0.0,1
1243,61.89,-0.94,0.62,4.7,2.38,2.12,0.0,1
1244,61.16,-0.92,0.0,4.7,2.28,2.12,0.0,1
1245,60.51,-1.03,0.45,4.7,2.0,2.1,0.0,1
1246,59.5,-0.99,-0.72,4.7,2.24,2.27,0.0,1
1247,58.74,-1.01,-0.54,4.7,2.17,1.97,0.0,1
1248,57.93,-1.25,-0.6,4.7,2.11,2.01,0.0,1
1258,47.32,-2.18,0.26,4.7,2.29,2.07,-0.02,1
1258,55.94,6.3,-0.12,4.7,2.0,1.7,-0.15,1
1258,103.75,-0.53,-1.44,4.7,2.13,1.7,-0.12,1
1264,43.64,-1.36,0.22,4.7,2.27,1.98,0.0,1
1264,104.53,-0.02,-0.67,4.7,2.0,1.7,0.0,1
1265,43.43,-1.32,0.66,4.7,2.28,1.93,0.0,1
1266,43.26,-1.24,0.46,4.7,2.3,2.26,0.0,1
1267,42.99,-1.16,0.64,4.7,2.25,1.87,-0.02,1
1268,42.91,-1.1,0.57,4.75,2.25,2.01,-0.0,1
1269,42.73,-0.96,0.65,4.7,2.17,1.93,0.0,1
1270,42.34,-0.92,0.41,4.7,2.24,2.41,0.0,1
1271,41.0,-0.54,0.22,4.7,2.12,1.87,-0.03,1
1272,39.45,-0.4,0.2,4.73,2.23,2.49,-0.02,1
1273,38.94,-0.37,0.41,4.7,2.16,2.04,0.0,1
1274,38.44,-0.36,0.38,4.7,2.22,2.18,0.0,1
1274,105.32,18.79,1.76,4.7,2.0,2.39,3.14,1
1275,37.92,-0.39,0.73,4.7,2.23,2.29,0.0,1
1276,37.44,-0.38,0.35,4.7,2.2,2.12,0.0,1
1277,36.9,-0.52,0.62,4.7,2.13,2.43,0.0,1
1278,36.4,-0.48,0.34,4.74,2.28,1.97,0.01,1
1279,35.73,-0.59,0.68,4.7,2.26,2.27,0.0,1
1280,35.09,-0.77,0.15,4.7,2.22,2.27,0.0,1
1281,34.56,-0.93,0.72,4.7,2.28,2.0,0.0,1
1282,33.83,-1.11,0.34,4.7,2.2,1.88,0.0,1
1283,33.32,-1.29,0.7,4.71,2.2,2.53,-0.0,1
1284,29.7,-2.04,0.62,4.77,2.2,2.27,-0.0,1
1285,28.89,-2.25,0.9,4.7,2.49,2.23,0.0,1
1289,24.15,-3.3,0.71,5.08,2.13,2.36,-0.02,1
1290,23.23,-3.55,0.65,5.25,2.21,2.42,-0.03,1
1290,28.21,26.53,-1.0,4.7,2.0,1.7,3.05,1
1291,22.44,-3.65,0.66,5.21,2.18,2.2,-0.03,1
1291,16.41,26.95,-0.51,4.7,2.0,1.7,3.06,1
1292,21.82,-3.91,0.39,5.85,2.26,2.19,-0.05,1
1293,17.07,-4.45,0.61,5.45,2.08,1.92,-0.04,1
1294,16.14,-4.65,0.47,5.64,2.13,2.01,-0.05,1
1295,15.15,-4.59,0.54,5.65,2.16,1.9,-0.05,1
1296,14.21,-4.68,0.41,5.47,2.13,1.91,-0.05,1
1297,12.99,-4.66,0.38,5.66,2.11,1.78,-0.03,1
1298,12.06,-4.72,0.38,5.68,2.36,1.7,-0.03,1
1300,10.17,-4.62,0.57,5.78,2.15,2.02,-0.02,1
1301,9.04,-4.58,0.26,5.7,2.19,1.48,-0.03,1
1315,57.47,3.3,0.96,4.7,2.0,1.7,0.0,1
1315,76.47,-1.09,0.9,4.7,2.0,1.7,0.0,1
1316,56.64,3.45,0.29,4.7,2.0,1.7,0.0,1
1316,76.04,-1.0,0.21,4.7,2.0,1.7,0.0,1
1316,145.24,3.41,-0.17,4.7,2.0,1.7,0.0,1
1317,56.02,3.41,1.08,4.7,2.0,1.7,0.0,1
1317,75.58,-1.02,0.57,4.7,2.0,1.7,0.0,1
1317,144.99,2.96,0.71,4.7,2.0,1.7,0.0,1
1318,55.26,3.43,-0.35,4.71,2.0,1.42,-0.02,1
1318,75.22,-1.3,-1.18,4.75,2.03,1.41,-0.02,1
1319,54.59,3.2,1.17,4.7,2.0,1.7,0.0,1
1319,74.62,-0.85,0.96,4.7,2.0,1.7,0.0,1
1320,53.89,3.04,0.37,4.7,2.0,1.7,0.0,1
1320,74.25,-0.85,0.38,4.7,2.0,1.7,0.0,1
1321,53.33,3.25,0.89,4.7,2.0,1.7,0.0,1
1321,73.82,-0.92,0.47,4.7,2.0,1.7,0.0,1
1321,143.85,3.04,0.97,4.7,2.0,1.7,0.0,1
1322,52.72,3.15,0.57,4.7,2.0,1.7,0.0,1
1322,73.35,0.01,-0.14,4.7,2.0,1.7,0.0,1
1323,51.98,3.19,1.11,4.7,2.0,1.7,0.0,1
1323,72.89,-1.03,0.82,4.7,2.0,1.7,0.0,1
1323,143.25,3.22,0.13,4.7,2.0,1.7,0.0,1
1324,51.51,3.31,0.47,4.7,2.0,1.7,0.0,1
1324,72.71,-0.68,0.17,4.7,2.0,1.7,0.0,1
1324,142.87,3.47,-0.17,4.7,2.0,1.7,0.0,1
1325,48.66,2.06,1.0,4.7,2.0,1.71,0.0,1
1325,71.0,-0.77,1.26,4.7,2.0,1.7,0.0,1
1326,48.09,1.82,0.51,4.7,2.0,1.7,0.0,1
1326,70.75,-0.88,0.12,4.7,2.0,1.7,0.0,1
1327,47.7,1.61,1.03,4.7,2.0,1.7,-0.01,1
1327,70.38,-0.73,0.73,4.7,2.0,1.7,0.0,1
